序号,单位名称,类别,地址,辖区,评级时间,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,深圳市君逸酒店有限公司万寿宫酒楼,其他餐饮,深圳市龙岗区横岗街道为民路8号,龙岗区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,深圳市中海凯骊酒店有限公司全日制餐厅,其他餐饮,深圳市龙岗区龙城街道大运路168号南侧裙楼一层东侧，塔楼二十四层及二十五层西侧，负一层,龙岗区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,深圳市中海凯骊酒店有限公司会议室宴会厅,其他餐饮,深圳市龙岗区龙城街道大运路168号南侧裙楼二层西南角三层,龙岗区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,深圳市中海凯骊酒店有限公司特色餐厅,其他餐饮,深圳市龙岗区龙城街道大运路168号南侧裙楼一层西侧,龙岗区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,深圳市中海凯骊酒店有限公司中餐厅,其他餐饮,深圳市龙岗区龙城街道大运路168号塔楼裙二、三层,龙岗区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,深圳市宝利来投资有限公司深圳宝利来国际大酒店,其他餐饮,深圳市宝安区福永街道福永大道,宝安区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,深圳市宝安区西乡街道九围幼儿园食堂,学校食堂（公办）,深圳市宝安区西乡街道九围新村九围居委,宝安区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,深圳市龙华区教科院附属实验学校世纪春城幼儿园,学校食堂,深圳市龙华新区民治街道梅龙路世纪春城四期,龙华区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,深圳市宝安区民治街道上塘幼儿园食堂,学校食堂,深圳市龙华新区民治街道中环路西头,龙华区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,碧水龙庭幼儿园食堂,学校食堂,深圳市龙华新区民治街道民康路口,龙华区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,深圳市宝安区大浪街道三智幼儿园食堂,学校食堂,深圳市龙华新区大浪街道田中路1号,龙华区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,深圳市宝安区福永街道桥头幼儿园食堂,学校食堂,深圳市宝安区福永街道桥头社区荔园路北,宝安区,2011年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,深圳市博园餐饮管理有限公司,其他餐饮,深圳市福田区深南路竹子林博园商务大厦501、601、701,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,深圳市天麒房地产发展有限公司东海朗廷酒店中西及风味餐厅,其他餐饮,深圳市福田区深南大道7888号东海朗廷酒店,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,深圳面点王饮食连锁有限公司卓越分店,连锁餐饮,深圳市福田区福华三路以南，海田路以西卓越世纪中心3，4号地下二区商业01层,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,深圳面点王饮食连锁有限公司车公庙分店,连锁餐饮,深圳市福田区车公庙深南路南侧地下的丰盛町地下阳光街B区—2层,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,深圳金拱门食品有限公司福星分店,连锁餐饮,深圳市福田区福星路160号福星花园大厦首层,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,深圳金拱门食品有限公司皇岗村分店,连锁餐饮,深圳市福田区皇岗村委广场楼首层,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,深圳金拱门食品有限公司南园路分店,连锁餐饮,深圳市福田区深南中路1095号中信城市广场,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,深圳金拱门食品有限公司金田二分店,连锁餐饮,深圳市福田区中心区金田与福华路交汇处金中环商务大厦裙楼负101、102、103、104、105（注：105分租117.47平方米）,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,深圳市嘉旺餐饮连锁有限公司永泰嘉旺城市快餐店,连锁餐饮,深圳市福田区天安车公庙工业区永泰公寓H1.8-1C. H1.8-1D. H1.8-1E. H1.8-1F1,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,深圳市嘉旺餐饮连锁有限公司海松嘉旺城市快餐店,连锁餐饮,深圳市福田区车公庙泰然九路海松大厦102H003,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,深圳市嘉旺餐饮连锁有限公司景田嘉旺城市快餐店,连锁餐饮,深圳市福田区红荔路交界西北角鲁班大厦裙楼一层A至二层-二层88-92号,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,星巴克咖啡餐饮（深圳）有限公司联通大厦分店,连锁餐饮,深圳市福田区深南大道中国联通大厦首层103单元,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,星巴克咖啡餐饮（深圳）有限公司星河苏活购物公园分店,连锁餐饮,深圳市福田区福华三路星河cocopank1楼,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,星巴克咖啡（深圳）有限公司嘉里广场分店,连锁餐饮,深圳市福田区中心四路1号嘉里建设广场第一座首层03室,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,深圳永和大王餐饮有限公司华强分店,连锁餐饮,深圳市福田区华强北路1019号华强广场负一楼G02铺,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,深圳市慈浩餐饮科技有限公司深圳文化创意园配餐中心,连锁餐饮,深圳市福田区福强路4001号（深圳市文化创意园）AB座一层A101、A102,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,深圳海关机关服务中心综合楼职工食堂,机关企事业单位食堂,深圳市福田区深南大道2006号深圳海关科技信息综合楼职工食堂（附楼二楼）,福田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,深圳市粤菜王府餐饮管理有限公司京基金融中心店,连锁餐饮,深圳市罗湖区蔡屋围京基金融中心裙楼自用商业04层01—422、423,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,深圳永和大王餐饮有限公司人民南分店,连锁餐饮,深圳市罗湖区人民南路深房广场裙楼102A、102B,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,深圳金拱门食品有限公司嘉宾路分店,连锁餐饮,深圳市罗湖区东门南路3002号一层A11、A12,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,深圳金拱门食品有限公司和平路得来速分店,连锁餐饮,深圳市罗湖区深南东路4003号世界金融中心裙楼地面层LG03号商铺,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,深圳金拱门食品有限公司光华分店,连锁餐饮,深圳市罗湖区解放路西华宫光华楼,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,深圳金拱门食品有限公司东门町分店,连锁餐饮,深圳市罗湖区东门永新街南塘商业广场C区1-2层部分,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,深圳市嘉旺餐饮连锁有限公司洪湖分店,连锁餐饮,深圳市罗湖区笋岗东路宝安广场裙楼1—C,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,百胜餐饮（广东）有限公司深圳必胜客金融中心餐厅,连锁餐饮,深圳市罗湖区蔡屋围金融中心地下商业一01层01一B105,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,深圳市老房子水岸元年食府有限公司,其他餐饮,深圳市南山区白石路东8号欢乐海岸曲水湾1栋D区,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,深圳市丹枫白露驹鲍私房菜有限公司,其他餐饮,深圳市南山区滨海大道3001号深圳湾体育中心L110,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,深圳市嘉旺餐饮连锁有限公司,集体用餐配送、中央厨房,深圳市南山区珠光路珠光第一工业区第17栋厂房东侧一至三楼,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,深圳市嘉旺餐饮连锁有限公司粤海分店,连锁餐饮,深圳市南山区南油大道路雅仕荔景花苑新一佳商场一楼南侧,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,深圳金拱门食品有限公司松园路分店,连锁餐饮,深圳市罗湖区松园路鸿翔花园二栋一层103号,罗湖区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,深圳永和大王餐饮有限公司欢乐海岸分店,连锁餐饮,深圳市南山区白石路东8号欢乐海岸椰林沙滩5号,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,星巴克咖啡餐饮（深圳）有限公司蛇口花园城分店,连锁餐饮,深圳市南山区南海大道花园城中心L1-132,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,星巴克咖啡餐饮（深圳）有限公司海上世界分店,连锁餐饮,深圳市南山区蛇口兴华路海上世界南山宾馆113号,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,星巴克咖啡（深圳）有限公司南海意库分店,连锁餐饮,深圳市南山区兴华路华建工业大厦1栋首层102B,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,深圳南山外国语学校（滨海分校）食堂,学校食堂,深圳南山区蛇口望海路半岛城邦二期,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,深圳市南山区赤湾学校食堂,学校食堂,深圳市南山区蛇口赤湾少帝路3号,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,明华(蛇口)海员服务公司明华国际会议中心,机关企事业单位食堂,深圳市南山区蛇口龟山路8号,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,深圳市鑫辉餐饮服务管理有限公司国际E城职工食堂,机关企事业单位食堂,深圳市南山区西丽留仙洞中山园路1001号TCL科学园区研发楼D1栋1层B单位102-1,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,深圳市鑫辉餐饮服务管理有限公司环球职工食堂,机关企事业单位食堂,深圳市南山区科技中一路环球数码大厦一楼,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,深圳市紫光信息港有限公司职工食堂,机关企事业单位食堂,深圳市南山区高新区北区朗山路13号清华紫光科技园A栋1层,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,深圳永和大王餐饮有限公司大梅沙分店,连锁餐饮,深圳市盐田区盐葵路（大梅沙段）138号京地酒店101,盐田区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,深圳市泰福源餐饮有限公司,其他餐饮,深圳市龙岗区龙城街道盛平社区佳馨园106号商铺,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,深圳面点王饮食连锁有限公司数码城分店,连锁餐饮,深圳市龙岗区龙城街道黄阁北路龙岗天安数码创新园二号厂房B座,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,深圳面点王饮食连锁有限公司摩尔城分店,连锁餐饮,深圳市龙岗区龙城街道平南社区深惠路860号,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,深圳面点王饮食连锁有限公司万科城分店,连锁餐饮,深圳市龙岗区坂田街道坂雪岗万科城29号,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,深圳面点王饮食连锁有限公司横岗天虹分店,连锁餐饮,深圳市龙岗区横岗街道信义湛宝大厦商场一楼1021,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,深圳市龙岗区坂田中海月朗苑幼儿园食堂,学校食堂,深圳市龙岗区坂田街道中海月朗苑幼儿园,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,深圳信息职业技术学院（新校区）A食堂,学校食堂,深圳市龙岗区龙翔大道2188号,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,深圳市龙岗区龙城街道里兹幼儿园食堂,学校食堂,深圳市龙岗区龙城街道和兴花园四期内,龙岗区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,深圳观澜太极餐饮有限公司,其他餐饮,深圳市龙华新区观澜街道新城社区观澜大道格兰云天国际酒店裙楼1-2楼,龙华区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,深圳市福满城大饭店有限公司,其他餐饮,深圳市龙华新区观澜街道四和社区观澜大道民都商务大楼201、301,龙华区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,观澜湖高尔夫球会有限公司中西餐厅,其他餐饮,深圳市龙华新区观澜街道高尔夫大道北侧,龙华区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,深圳市山海天餐饮服务有限公司福永分公司,其他餐饮,深圳宝安福永街道桥头社区宝安大道6267号世峰大厦1—3层,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,深圳市华美苑商务酒店有限公司,其他餐饮,深圳市宝安区松岗街道大田洋工业区华美板材松岗工业园新材料精加工办公楼1（一单元201、二单元101）,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,深圳面点王饮食连锁有限公司碧海城分店,连锁餐饮,深圳市宝安区西乡街道劳动社区兴业路与悦和路交汇处劳动综合楼一楼A069,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,深圳面点王饮食连锁有限公司西乡分店,连锁餐饮,深圳市宝安区宝安大道西侧盐田社区金港华庭裙楼一层A01—113,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,深圳面点王饮食连锁有限公司建安分店,连锁餐饮,深圳市宝安区西乡街道建安二路河东骏丰园首层A5层,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,深圳面点王饮食连锁有限公司公园路分店,连锁餐饮,深圳市宝安区新安街道公园路二十二区商业楼B栋一层,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,新安中学高中部师生食堂,学校食堂,深圳市宝安区新安街道罗田路与金科路交汇处东侧二层,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,深圳市龙华区同胜学校附属桂冠华庭幼儿园,学校食堂,深圳市龙华区大浪街道华旺路旁桂冠华庭花园,龙华区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,深圳市福永中学职工食堂,学校食堂,深圳市宝安区福永街道立新路70号,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,深圳市宝安区沙井街道黄埔幼儿园食堂,学校食堂,深圳市宝安区沙井街道黄埔居委龙井路22号,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,深圳东方英文书院第一学生食堂,学校食堂,深圳市宝安区教育城学子路10号,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,深圳市宝安区松岗街道西岸华府蒙思幼儿园食堂,学校食堂,深圳市宝安区松岗街道新沙江路北侧中海西岸华府13栋,宝安区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,深圳市光明新区公明又一村海鲜城,其他餐饮,深圳市光明新区公明办事处上村社区长春北路1号兆豪综合楼第1-3层,光明新区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,深圳市南山区育才阳光幼儿园,学校食堂,深圳市南山区前海路阳光棕榈园三期,南山区,2012年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,春满园饮食管理服务（深圳）有限公司时代科技大酒楼,连锁餐饮,深圳市福田区深南大道7028号时代科技大厦4层,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,星巴克咖啡（深圳）有限公司华强广场酒店分店,连锁餐饮,深圳市福田区华强北路2栋A-101华强广场,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,星巴克咖啡（深圳）有限公司华强购书中心分店,连锁餐饮,深圳市福田区深南中路玮鹏花园综合楼,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,星巴克咖啡（深圳）有限公司华强北茂业分店,连锁餐饮,深圳市福田区华强北路西侧东方时代广场裙楼第二层,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,星巴克咖啡（深圳）有限公司鼎诚国际分店,连锁餐饮,深圳市福田区振华路中航苑鼎诚大厦群楼,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,深圳市嘉旺餐饮连锁有限公司国贸嘉旺城市快餐店,连锁餐饮,深圳市罗湖区南湖路国贸广场（二期）首层B号商铺,罗湖区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,深圳市源利饮食有限公司,其他餐饮,深圳市福田区侨香路安托山九路3号,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,星巴克咖啡（深圳）有限公司五洲星苑分店,连锁餐饮,深圳市福田区新闻路12号五洲星苑B座,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,星巴克咖啡（深圳）有限公司丰盛町分店,连锁餐饮,深圳市福田区车公庙深南路南侧地下丰盛町地下阳光街,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,星巴克咖啡（深圳）有限公司东海坊分店,连锁餐饮,深圳市福田区香林路东海花园,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,深圳永和大王餐饮有限公司天安分店,连锁餐饮,深圳市福田区车公庙天安创新科技广场B座104B1单元,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,深圳永和大王餐饮有限公司东海分店,连锁餐饮,深圳市福田区红荔西路南侧东海城广场一层,福田区,2013年,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
